"country","region","year","water_source_type","water_treatment_method","contaminant_ppm","ph_level","bacteria_count","access_clean_water_pct","diarrheal_cases_per_100k","infant_mortality_rate","gdp_per_capita_usd","healthcare_access_index","sanitation_coverage_pct"
"Brazil","West",2024,"Lake","None",0.11,8.42,3248,73.08,405,83.92,88087,34.51,98.43
"China","West",2012,"Lake","Filtration",0.6,7.09,1200,38.62,468,59.22,33201,68.51,92.65
"Mexico","West",2000,"Spring","Boiling",9.93,7.02,4976,64.7,466,51.71,65936,29.22,85.91
"Bangladesh","South",2019,"Spring","Chlorination",0.72,6.92,2462,76.86,106,27.73,90316,7.54,22.75
"Indonesia","South",2024,"Spring","Filtration",0.46,8.07,4673,40.4,270,66.21,20874,73.09,50.43
"China","Central",2014,"Lake","Chlorination",3.53,6.39,309,64.79,353,45.57,65041,46.68,65.86
"Nigeria","Central",2013,"Lake","Boiling",9.69,6.86,1025,62.02,46,97.14,42436,51.92,61.73
"Ethiopia","North",2007,"Well","Boiling",3.19,7.81,4412,94.1,454,96.88,61170,32.6,81.09
"Brazil","South",2009,"Tap","None",4.1,6.04,1532,99.7,464,90.71,27168,61.3,92.73
"Brazil","South",2008,"Spring","Boiling",6.34,6.72,3643,75.81,107,37.29,1700,89.08,82.97
"Brazil","South",2016,"Pond","None",0.24,7.6,367,89.84,363,38.06,89809,55.38,37.62
"Ethiopia","Central",2008,"Well","None",8.98,6.46,4650,75.28,68,85.56,18532,58.75,58.85
"Indonesia","West",2002,"Well","Boiling",5.19,6.76,2652,91.34,307,73.46,66157,37.36,51.49
"Bangladesh","East",2010,"River","None",4.67,7.22,1249,60.33,422,71.03,70406,8.26,81.3
"China","Central",2011,"Spring","Boiling",8.61,7.06,2983,72.56,1,29.4,64888,42.85,91.61
"Ethiopia","South",2009,"Well","None",9.53,6.27,4575,89.16,218,83.67,4315,92.46,42.95
"Nigeria","Central",2024,"River","None",4.23,8.35,3028,94.27,44,58.78,37675,68.02,59.11
"Bangladesh","North",2016,"Pond","Boiling",1.72,6.11,3134,31.73,407,45.79,48021,49.02,78.55
"Nigeria","South",2016,"Pond","Chlorination",8.16,7.87,4095,37.28,232,86.81,64748,62.09,24
"Bangladesh","North",2024,"Spring","Filtration",4.03,6.18,939,95.18,188,40.63,18236,55.85,97.05
"Indonesia","South",2010,"Lake","Boiling",9.36,7.17,4109,69.8,366,66.08,87642,91.24,84
"Mexico","Central",2021,"River","None",9.5,6.44,4237,99.31,347,47.66,66723,22.38,63.42
"Nigeria","West",2003,"Lake","Filtration",1.15,6.35,4023,85.48,121,60.09,27405,88.87,82.29
"Ethiopia","East",2006,"Pond","Chlorination",9.57,6.31,3691,87.27,494,5.97,14056,68.85,86.91
"Bangladesh","North",2020,"Pond","Boiling",3.68,7.13,589,57.03,64,47.19,13944,12.77,59.51
"Brazil","Central",2013,"Tap","None",6.46,7.29,1782,48.03,436,56.54,50507,37.19,55.21
"Pakistan","West",2006,"Tap","None",0.35,6.33,4568,71.88,371,50.29,48274,43.63,87.02
"Brazil","Central",2023,"Tap","Boiling",8.89,8.45,1207,91.53,148,85.05,14603,8.29,88.77
"USA","North",2007,"Tap","None",6.42,6.64,4412,80.8,248,32.49,521,55.42,29.89
"Mexico","East",2000,"Well","Filtration",6.44,7.15,4540,63.05,382,88.64,16473,25.94,92.63
"Mexico","Central",2023,"Tap","None",9.02,6.54,2343,82.72,475,41.54,40585,45.81,42.14
"Brazil","South",2021,"Well","Filtration",5.08,7.23,846,78.33,66,70.06,18888,43.88,73.37
"China","West",2003,"Well","Filtration",4.11,7.89,2424,93.91,349,10.5,7212,52.17,76.74
"Indonesia","Central",2011,"Spring","Boiling",8.66,7.3,4680,48.45,384,21.62,56465,84.62,42.38
"Nigeria","West",2023,"Well","None",7.42,6.71,798,38.35,58,76.59,12644,78.08,44.33
"Ethiopia","South",2002,"Well","Filtration",9.49,6.62,470,62.9,114,3.21,28962,87.3,76.5
"Mexico","East",2012,"Tap","None",9.4,7.9,3909,55.28,115,96.92,34237,57.23,34.01
"Brazil","East",2019,"Well","Filtration",3.82,6.3,4827,98.24,236,20.68,69814,61.58,88.67
"Brazil","South",2005,"Lake","Chlorination",4.47,6.92,2094,30.53,46,90.33,31184,43.05,37.83
"Indonesia","West",2010,"Tap","Boiling",2.56,6.38,2994,95.34,108,52.56,9036,71.72,48.09
"Indonesia","Central",2022,"River","Boiling",6.61,6.64,3129,96.86,273,57.33,92341,20.49,41.33
"India","South",2003,"Tap","Boiling",3.65,6.38,1313,33.57,112,10.24,90497,47.52,39.62
"India","North",2019,"Well","Filtration",7.86,8.22,2878,92.27,32,37.79,3831,71.42,98.31
"China","West",2015,"Lake","Chlorination",1.22,7.83,3515,62.95,398,17.31,70331,77.79,40.27
"China","East",2006,"Tap","Filtration",1.16,7.4,1047,83.63,279,53.54,55800,24.79,66.27
"USA","South",2021,"Lake","Boiling",2.04,6.56,1087,35.55,291,55.97,88863,18.15,79.63
"China","East",2010,"River","Filtration",0.84,7.28,3681,96.86,315,71.55,81998,28.85,23.36
"Bangladesh","West",2023,"Pond","Boiling",6.2,7.3,282,72.53,161,88.07,85727,92.02,90.53
"Indonesia","East",2000,"River","None",1.47,7.48,3648,92.91,89,47.88,55518,12.91,32.23
"Ethiopia","South",2006,"Pond","Filtration",1.6,6.15,1398,77.11,50,24.87,81109,95.31,67.05
"Bangladesh","West",2011,"Spring","None",0.14,8.43,2733,67.58,423,34.69,50191,99.48,71.29
"Nigeria","North",2006,"Pond","Filtration",7.82,7.16,4067,42.07,405,85.01,54923,78.34,70.37
"Brazil","South",2022,"Spring","Boiling",8.12,8.32,2357,42.46,143,16.29,48499,76.04,78.68
"China","Central",2006,"Tap","None",1.62,6.02,2935,63.08,103,63.47,10985,95.33,94.5
"Brazil","South",2009,"Spring","Filtration",7.4,6.62,3818,90.93,169,3.28,13765,29.05,94.15
"Mexico","West",2015,"Lake","Boiling",4.34,6.26,3238,38.07,15,26.08,67524,12.9,66.25
"USA","South",2007,"Spring","Filtration",2.4,7.92,1772,99.89,132,59.96,33553,82.31,49.59
"Mexico","North",2008,"Lake","None",6.21,6.8,4077,91.31,498,46.73,6233,17.09,45.72
"USA","North",2008,"Pond","Filtration",1.78,8.1,4102,57.48,389,50.37,56134,4.54,90.93
"India","Central",2001,"Pond","Filtration",7.57,8.08,787,47.72,169,66.74,50889,19.65,88.25
"Brazil","East",2012,"Pond","None",0.48,7.67,3224,94.54,471,24.99,82532,43.79,43.67
"USA","West",2012,"Spring","Boiling",9.59,7.66,42,38.62,29,29.52,7426,49.51,32.19
"Pakistan","West",2022,"Pond","Filtration",0.72,7.75,4296,54.31,484,69.08,44266,6.25,88.89
"Bangladesh","East",2022,"Spring","Filtration",5.79,7.68,2942,35.87,159,54.75,92111,44.34,68.67
"USA","North",2003,"Spring","Chlorination",9.02,6.97,4643,96.74,436,3.43,2063,60.43,45.05
"USA","North",2024,"Well","Chlorination",0.12,7.71,4321,73.23,146,67.69,81863,93.18,68.85
"Bangladesh","South",2023,"Well","Boiling",4.99,8.24,3905,53.53,306,62.77,79927,22.73,25.3
"Brazil","Central",2011,"Spring","None",3.5,6.83,4728,49.28,236,9.7,25432,21.1,35.21
"Brazil","Central",2016,"Lake","Boiling",5.8,8.36,3410,61.09,411,75.26,86974,38.94,63.66
"Bangladesh","Central",2001,"Tap","Boiling",2.25,6.03,1358,36.4,174,53.17,74698,98.37,63.13
"Mexico","South",2012,"River","Boiling",0.65,6.87,1204,92.25,71,22.07,85334,33.62,39.73
"Pakistan","Central",2017,"Well","Filtration",6.26,6.33,3604,65.77,383,56.82,16086,4.39,98.57
"Ethiopia","East",2014,"Spring","Filtration",4.17,6.32,2993,80.76,362,60.35,14526,26.56,52.99
"Nigeria","South",2007,"River","Boiling",6.22,8.04,2241,46.36,126,92.17,35888,55.83,76.68
"Pakistan","East",2014,"Well","Boiling",2.11,8.3,537,65.26,384,74.73,11954,41.25,40.68
"Brazil","South",2000,"Tap","Chlorination",3.39,7.94,4011,44.78,195,31.59,75369,77.42,53.96
"Ethiopia","Central",2019,"Lake","None",5.62,8.44,3868,87.13,184,13.58,37671,60.73,86.5
"India","East",2009,"Spring","Boiling",5.93,6.54,4576,84.27,149,85.61,21543,55.95,87.89
"China","East",2011,"Tap","Chlorination",3.72,6.35,4525,40.37,213,84.91,17922,32.3,30.82
"USA","East",2004,"Well","Boiling",2.8,7.3,3583,35.22,93,19.18,23451,55.18,48.37
"Bangladesh","South",2008,"Spring","None",2.74,8.07,1350,87.69,57,8.09,28943,61.56,36.25
"Bangladesh","West",2022,"River","Boiling",1.75,6.1,944,37.68,218,71.76,12242,17.92,91.22
"USA","Central",2007,"Pond","None",3.25,8.49,3856,68.39,218,72.81,30291,73.59,80.31
"China","East",2015,"Lake","Filtration",1.99,7.51,1823,67.41,12,19.36,82474,39.29,65.06
"Nigeria","West",2013,"Well","None",6.34,8.45,2625,44.21,422,67.48,57765,74.23,72.01
"China","Central",2024,"Lake","Boiling",5.69,6.91,3898,71.39,282,29.33,26377,17.77,93.13
"Ethiopia","Central",2012,"Spring","Chlorination",3.83,7.15,3487,65.19,422,27.54,40680,65.65,44.26
"China","East",2022,"Pond","Filtration",3.26,7.88,4206,65.64,485,33.8,12603,2.69,21.09
"Ethiopia","East",2020,"Tap","Chlorination",2.38,7.98,4307,55.18,376,53,69503,15.9,22.11
"China","South",2012,"Lake","Boiling",5.35,6.58,850,88.69,455,80.84,1994,89.11,23.73
"Nigeria","West",2004,"River","Filtration",9.19,8.32,2925,35.91,139,50.87,37401,46.15,30.28
"Nigeria","West",2015,"Well","Chlorination",6.86,8.17,995,60.7,407,31.21,69739,50.79,65.67
"Brazil","East",2010,"River","Boiling",7.44,6.05,4761,48.19,273,88.63,87285,90.76,98.49
"USA","Central",2021,"Lake","Chlorination",8.34,6.32,349,89.39,118,7.4,48767,48.49,53.59
"Nigeria","East",2004,"Pond","None",3.52,7.24,1537,45.76,270,80.11,49834,65.46,76.99
"Ethiopia","Central",2012,"Tap","None",0.63,7.15,2977,83.69,443,78.87,34504,22.2,83.37
"Nigeria","Central",2010,"Tap","Boiling",6.23,7.77,2728,72.81,399,26.85,94833,8.16,84.11
"Brazil","East",2024,"River","Chlorination",1.89,6.22,4346,91.24,96,21.43,12927,35.34,55.46
"Bangladesh","North",2018,"Spring","Boiling",5.69,7.61,2366,71.57,329,87.72,42080,79.87,64
"Ethiopia","West",2002,"Spring","Chlorination",7.4,7.54,2236,68.95,46,56.77,49106,44.68,46.3
"Brazil","Central",2014,"Pond","Filtration",7.84,6.58,3875,86.08,151,6.51,59388,16.82,75.03
"Mexico","Central",2006,"Tap","Boiling",3.02,7.36,3094,69.37,172,89.3,96194,54.51,50.63
"Mexico","North",2006,"River","Boiling",5.12,6.56,3601,89.12,274,36.2,66270,26.38,44.89
"India","South",2005,"River","Chlorination",6.21,6.37,4174,33.45,346,35.53,572,94.67,70.18
"China","North",2002,"River","Boiling",8.19,7.43,4641,64.66,236,65.04,95179,57.74,47.3
"USA","North",2012,"Lake","Filtration",7.61,8.44,923,86.89,424,66.81,22651,98.3,52.64
"Indonesia","Central",2006,"Pond","Chlorination",9.88,6.59,618,89.39,30,36.62,67825,4.31,76.87
"Pakistan","West",2004,"Spring","Chlorination",0.08,6.89,4400,88.38,212,16.04,58471,1.16,88.27
"Brazil","North",2022,"Spring","Chlorination",4.37,6.64,3262,72.31,271,56.12,37291,47.71,54.78
"Bangladesh","South",2017,"Lake","Filtration",2.56,6.67,3303,99.58,406,63.27,60510,86.2,61.78
"Pakistan","East",2021,"Well","Filtration",1.2,7.01,2601,42.7,77,86.3,78040,52.44,79.71
"Bangladesh","North",2007,"Lake","Boiling",9.12,7.75,1047,42.21,278,49.48,11031,87.62,38
"Pakistan","North",2016,"Pond","Chlorination",9.98,6.1,1698,32.3,40,65.28,31848,13.06,53.2
"Brazil","South",2019,"River","Filtration",1.81,8.39,2230,99.25,145,7.33,77587,69.93,84.92
"Indonesia","West",2000,"Lake","None",0.38,6.12,1868,54.36,419,89.66,35528,65.99,91.56
"Pakistan","North",2013,"River","Boiling",2.75,8.2,2654,83.34,11,34.07,37530,54.5,71.59
"Brazil","North",2016,"Pond","Filtration",8.35,8.24,82,34.18,247,63.96,32292,40.51,51.47
"Nigeria","West",2009,"Pond","Filtration",2.94,7.31,92,50.91,228,91.77,7888,64.71,68.47
"Indonesia","South",2011,"Tap","Filtration",0.57,6.34,3156,73.67,330,81.43,56197,55.01,34.31
"Ethiopia","North",2015,"River","Boiling",0.52,7.41,3048,66.73,452,64.49,40724,27.26,22.34
"Bangladesh","West",2013,"Spring","Filtration",4.27,7.57,1467,44.54,178,70.95,47459,10.46,25.97
"Mexico","North",2015,"Lake","Filtration",9.32,8.14,2024,62.31,340,92.25,26044,38.66,28.65
"China","East",2007,"Pond","None",2.86,7.38,4869,37.61,159,81.59,41638,51.24,38.05
"Mexico","Central",2022,"River","None",4.27,7.03,3817,67.99,220,61.77,23198,50.85,56.94
"Indonesia","East",2009,"Well","None",1.02,8.1,2698,36.79,326,66.55,68087,42.56,38.58
"Ethiopia","North",2016,"Tap","Filtration",4.94,8.45,791,74.52,163,16.43,86851,32.74,66.8
"Bangladesh","South",2017,"Well","None",6.97,7.61,475,40.88,167,48.08,58038,35.05,99.86
"Ethiopia","Central",2019,"Pond","Chlorination",2.71,8.19,503,68.3,381,31.5,47547,26.58,59.85
"Pakistan","East",2015,"Well","None",2.97,7.5,230,39.04,218,44.33,77045,57.99,80.55
"Bangladesh","West",2016,"Well","None",8.42,7.72,1586,58.05,69,66.9,4128,84.99,43.39
"Pakistan","South",2015,"Tap","Filtration",0.1,7.72,1774,54.63,421,16.62,40902,87.97,97.03
"Brazil","East",2018,"Tap","Chlorination",6.36,7.76,3090,82.95,437,3.7,42691,99.37,39.93
"Indonesia","West",2023,"Tap","None",3.94,6.8,2256,74.88,259,40.9,35227,8.88,67.73
"Brazil","North",2023,"Tap","Filtration",2.98,7.44,3970,95.6,429,33.57,34794,21.43,98.67
"India","West",2007,"Well","Chlorination",6.58,7.49,4226,94.53,62,43.2,24723,73.02,84.66
"Ethiopia","East",2005,"Spring","None",8.35,6.79,4838,80.75,482,93.26,28148,64.52,99.36
"Pakistan","East",2005,"Spring","Filtration",5.58,6.87,383,83.94,457,71.29,96740,13.39,50.38
"Nigeria","North",2020,"Tap","Chlorination",0.31,7.91,3163,73.74,245,34.09,72965,63.1,26.21
"Brazil","West",2008,"Lake","None",4.61,7.46,2409,78.42,485,19.57,64474,40.65,39.48
"India","West",2003,"River","Chlorination",4.63,6.37,760,73.21,49,62.61,4019,95.69,96.61
"USA","North",2011,"Pond","Chlorination",5.44,8.09,3952,51.82,285,66.44,84115,85.52,49.65
"Mexico","West",2011,"Lake","Filtration",6.71,8.21,942,54.55,233,49.4,22780,7.32,29.98
"Bangladesh","North",2022,"Pond","Boiling",0.19,7.17,2695,70.23,456,22.85,90410,9,67.45
"India","South",2016,"Lake","Chlorination",5.02,6.52,1296,80.41,15,4.8,56118,41.71,60.03
"Indonesia","East",2014,"Lake","Chlorination",5.88,8.37,2402,58.43,435,28.03,47339,0.84,25
"Brazil","South",2008,"Spring","Chlorination",3.43,8.21,2147,39.99,3,46.8,45579,9.44,56.24
"Indonesia","Central",2006,"River","Chlorination",6.68,6.61,1639,62.16,281,79.22,876,93.26,70.63
"Mexico","Central",2009,"Lake","Chlorination",2.28,6.24,4396,97.42,156,85.67,1278,79.24,38.62
"Nigeria","Central",2015,"Tap","Boiling",3.17,7.1,608,44.99,219,42.47,36611,67.27,29.96
"Ethiopia","North",2011,"Pond","Filtration",9.63,7.69,881,75.43,394,80.02,80464,83.02,89.18
"Ethiopia","West",2024,"Spring","Boiling",3.48,6.44,2250,98.78,347,99.35,22876,25.01,70.04
"Indonesia","South",2006,"Pond","Filtration",3.47,7.28,3092,56.34,363,72.23,4095,72.56,32.42
"Pakistan","South",2017,"Tap","Boiling",5.96,7.06,2159,92.15,479,73.4,80097,61.56,70.33
"Nigeria","South",2014,"Tap","Filtration",9.71,8.23,2428,90.48,407,91.13,80492,84.86,78.82
"Ethiopia","South",2005,"Lake","None",9.83,7.07,4850,53.73,50,35.14,19383,28.27,67.8
"Nigeria","Central",2011,"Tap","Chlorination",5.8,7.33,3001,36.9,41,3.1,79223,76.37,29.29
"India","South",2010,"River","Filtration",0.01,8.39,4891,42.5,422,98.72,83006,85.27,29.98
"Nigeria","West",2019,"Tap","Filtration",9.01,6.75,1994,55.6,134,50.07,73525,54.9,23.61
"China","Central",2002,"Lake","Chlorination",5.7,6.72,1323,97.14,273,79,52651,41.38,38.72
"Mexico","South",2001,"Pond","None",3.66,8,4317,49.21,258,81.62,32677,94.87,24.77
"Ethiopia","North",2005,"Tap","Chlorination",8.29,6.69,1011,94.88,190,40.96,97462,16.9,84.42
"Nigeria","East",2023,"Spring","Filtration",4,8.08,4038,42.7,255,55.04,72780,3.63,21.23
"Indonesia","East",2021,"Spring","Filtration",0.34,6.24,688,97.89,235,54.91,74837,17.91,66.48
"USA","East",2024,"Spring","Chlorination",8.21,6.28,4068,50.55,493,23.58,60020,68.35,84.79
"China","Central",2004,"Pond","Boiling",5.46,8.25,4213,74.32,275,13.53,76728,78.89,91.59
"China","South",2017,"Well","Chlorination",3.38,7.35,4269,34.88,353,55.27,58650,71.68,52.76
"Pakistan","Central",2015,"Spring","Filtration",2.51,7.8,1242,50.98,477,13.77,84903,41.99,69.67
"Nigeria","West",2007,"Spring","Filtration",5.94,6.56,3447,44.75,72,35.92,47186,96.76,96.09
"Pakistan","North",2024,"Well","Filtration",2.08,6.42,2044,30.24,73,20.24,55447,44.43,73.73
"Pakistan","North",2019,"Pond","None",3.24,8.09,440,40.97,122,71.28,31726,98.13,92.09
"USA","East",2021,"Spring","Chlorination",6.37,6.9,1224,71.52,69,87.46,63926,91.81,74.74
"India","East",2010,"Lake","None",8.82,7.14,2462,57.29,400,58.64,40752,40.71,25.44
"Nigeria","East",2009,"Pond","Chlorination",5.33,6.07,4178,80.58,78,42.2,16323,16.1,35.75
"Brazil","South",2023,"Spring","None",7.59,6.96,2752,76.98,480,99.67,26427,8.98,95.24
"Ethiopia","West",2024,"Spring","Boiling",7.63,7.93,1752,85.95,247,4.08,66144,53.15,87.54
"Pakistan","West",2011,"Well","Filtration",6.64,8.05,4442,90.69,186,31.83,25601,76.32,53.82
"Mexico","West",2020,"Lake","Filtration",2.46,7.75,4629,87.39,437,29.31,67534,17.6,32.89
"Bangladesh","West",2005,"Pond","Chlorination",8.67,7.73,3002,61.36,140,36.91,97147,31.82,32.57
"Mexico","East",2019,"Tap","Filtration",4.36,7.27,4546,51.61,297,24.6,48276,63.05,92.39
"USA","North",2004,"River","None",0.44,7.35,3216,65.16,43,27.9,51319,46.09,33.3
"USA","East",2022,"Lake","Boiling",2.45,7.86,3359,67.46,246,27.25,52836,60.39,50.9
"Indonesia","West",2008,"Tap","None",7.66,6.62,3942,51.92,469,51.56,87367,67.64,92.06
"India","East",2015,"Lake","None",0.69,6.58,3296,67.8,335,40.32,58449,38.07,22.67
"Ethiopia","West",2021,"Tap","Chlorination",1.47,8.37,4309,37.4,225,64.65,59468,78.6,70.46
"Pakistan","Central",2013,"Tap","Filtration",6.94,6.07,4014,46.17,66,52.41,49273,70.29,48.05
"Mexico","North",2021,"Lake","None",8.93,6.35,899,82.22,455,19.98,73464,68.76,28.62
"Bangladesh","Central",2007,"Well","Chlorination",6.34,7.43,1189,42.8,275,81.38,89281,14.95,65.4
"USA","South",2019,"Lake","None",2.22,7.84,652,39.73,252,48.28,54054,47.42,58.79
"USA","East",2018,"Lake","None",0.53,7.34,982,50.11,302,17.02,30081,57.72,27.94
"India","South",2013,"Tap","None",6.15,6.89,575,55.97,279,18.35,99861,22.64,41.38
"Bangladesh","East",2006,"River","Chlorination",0.47,8.44,332,53,178,80.1,88732,75.86,79.23
"Bangladesh","Central",2004,"Tap","Boiling",6.13,7.76,4307,56.22,401,70.89,18252,12.11,80.47
"India","West",2017,"Spring","None",2.26,8.08,288,39.79,278,51.64,24986,14.99,67.89
"USA","West",2001,"Lake","None",9.05,6.1,2213,41.58,128,32,97925,41.33,28.84
"Ethiopia","East",2010,"Pond","Chlorination",4.75,6.59,2173,46.51,378,47.13,80903,13.53,88.25
"Nigeria","West",2021,"Lake","Filtration",2.24,6.94,3833,58.14,114,64.38,54285,1.16,33.82
"Nigeria","Central",2007,"Well","Boiling",8.53,6.46,1055,53.51,321,88.17,81641,41.14,77.68
"India","West",2000,"Pond","Chlorination",2.54,6.18,4369,85.39,388,56.48,98120,64.86,23.41
"Bangladesh","Central",2021,"Tap","Filtration",3.07,6.56,1324,66.79,273,29.12,53390,49.51,46.55
"Pakistan","South",2011,"Well","Chlorination",8.34,7.33,3595,70.3,463,6.19,26003,5.22,58.27
"India","Central",2001,"Lake","Chlorination",3.09,7.74,3827,69.24,201,19.19,69661,23.25,22.24
"Ethiopia","North",2017,"Tap","Boiling",4.1,7.94,2662,57.91,116,65.72,22084,52.43,33.72
"India","North",2006,"Tap","Boiling",3.48,6.11,2323,98.63,476,17.72,52388,73.81,45.51
"China","North",2016,"Spring","Boiling",1.16,7.07,1882,32.61,34,49.19,42164,79.39,98.6
"Mexico","East",2021,"Spring","Boiling",0.39,6.31,3063,45.11,408,70.5,58126,51.94,82.36
"Bangladesh","East",2022,"River","Filtration",7.25,7.08,1153,49.93,105,32.21,12521,64.61,87.26
"Indonesia","East",2013,"Spring","None",6.45,7.08,3370,91.69,248,67.57,86103,90.34,73.4
"Indonesia","Central",2023,"Pond","Chlorination",2.82,7.25,96,94.32,151,58.95,82908,6.52,43.39
"Bangladesh","East",2006,"Tap","Boiling",2.96,8.23,276,89.23,140,45.02,11798,9.92,76.76
"Ethiopia","South",2021,"Spring","None",9.45,8.01,2847,59.19,404,89.93,24345,45.79,73.9
"China","North",2024,"River","Filtration",9.88,7.59,331,94.02,489,69.82,60697,60.97,68.8
"China","Central",2002,"Lake","Boiling",4.73,8.21,2252,36.9,490,37.34,74397,0.46,43.87
"USA","North",2005,"Pond","Chlorination",8.02,7.7,4198,75.67,294,80.82,45476,45.25,41.06
"Mexico","East",2019,"Spring","None",7.37,8.05,3051,95.61,161,74.33,73186,17.28,46.9
"Nigeria","Central",2001,"Tap","Boiling",2.97,7.41,3696,82.84,146,79.59,43052,64.51,44.99
"Brazil","West",2016,"Lake","Chlorination",0.59,7.31,2407,49.45,411,64.81,46423,26.77,26.23
"Ethiopia","South",2011,"Tap","None",1.43,7.81,3202,80.23,255,39.18,42025,90.19,84.18
"Brazil","East",2011,"Lake","Chlorination",8.38,6.05,2086,50.63,90,36.16,42877,6.38,49.54
"Brazil","East",2016,"Pond","Filtration",7.31,7.73,306,37.81,369,66.11,40623,80.92,76.53
"Bangladesh","South",2009,"Tap","Boiling",6.64,8.34,883,80.21,217,14.83,93979,39.23,42.39
"Indonesia","South",2002,"Spring","Boiling",1.31,7.78,4289,42.55,138,82.35,90996,85.72,68.16
"Indonesia","West",2019,"Spring","Chlorination",6.4,6.09,3589,37.77,176,38.29,47467,81.51,22.77
"Nigeria","East",2017,"River","None",7.72,6.94,3641,68.62,290,63.78,11337,23.93,28.48
"Bangladesh","East",2012,"Lake","Boiling",8.61,8.02,4344,73.44,339,50.91,20019,5.06,49.16
"Brazil","North",2011,"River","Chlorination",0.13,8.4,2162,33.57,75,52.89,86596,69.55,41.5
"Pakistan","Central",2016,"Well","Filtration",6.84,6.93,3147,30.31,56,74.32,23807,20.44,48.27
"Indonesia","Central",2003,"Spring","Boiling",0.19,8.1,2783,91.74,27,63.41,82399,93.05,94.46
"Ethiopia","North",2022,"Lake","Chlorination",7.07,8.16,3141,38.07,321,26.53,20140,6.72,25.91
"Ethiopia","Central",2009,"Pond","None",6.36,6.31,4603,70.87,320,9.27,97216,32.4,57.02
"USA","South",2010,"River","Boiling",1.48,8.11,154,96.75,456,84.34,24396,1.26,35.86
"India","Central",2005,"Pond","Boiling",7.66,6.81,3630,65.83,149,88.72,63501,31.7,48.47
"Pakistan","Central",2005,"Pond","Filtration",0.68,7.48,460,39.79,306,18.12,57115,54.13,74.16
"Indonesia","North",2008,"Pond","Chlorination",8.26,7.35,1396,57.54,487,32.33,12132,65.49,97.84
"China","West",2014,"River","None",2.62,7.66,790,73.68,346,29.67,88862,72.64,75.58
"Indonesia","Central",2001,"Well","Filtration",6.89,7.85,3709,83.4,392,93.87,21716,83.35,90.79
"USA","Central",2003,"River","Filtration",9.24,7.1,1867,72.49,198,22.07,10624,11.08,31.78
"Ethiopia","West",2004,"Tap","Filtration",3.4,8.22,1688,32.4,163,18.32,28237,76.19,34.51
"Brazil","North",2016,"Spring","Chlorination",5.03,8.02,576,40.02,181,19.82,30635,27.84,90.14
"China","West",2007,"River","Chlorination",4.63,7.96,3764,56.03,239,73.53,68612,13.82,68.6
"Bangladesh","North",2007,"River","Boiling",1.58,7.15,2543,79.4,421,89.03,35339,26.57,83.37
"Mexico","South",2021,"Well","Chlorination",5.9,6.09,361,70.9,241,40.55,20013,85.8,37.83
"Brazil","North",2011,"Tap","Filtration",7.43,7.23,456,33.13,65,15.34,44509,62.74,47.89
"Mexico","South",2020,"River","Chlorination",9.17,8.25,3249,85.78,170,59.4,4784,59.74,26.48
"Pakistan","South",2007,"Spring","None",8.51,6.48,4224,72.36,132,22.57,36803,58.46,91.65
"India","North",2018,"Spring","Boiling",5.1,8.46,3561,92.1,80,8.29,39633,40.86,96.51
"China","East",2002,"River","Filtration",7.19,8.02,3110,59.24,164,88.85,82319,41.7,88.6
"Nigeria","North",2017,"Pond","Boiling",8.01,7.77,3529,64.31,441,87.34,15798,14.83,54.97
"China","Central",2020,"Pond","Chlorination",4.93,7.69,4907,58.39,62,97.64,852,33.26,47.29
"Indonesia","Central",2018,"Tap","Boiling",1.15,7.47,4968,80.57,354,48.45,3622,51.2,57.01
"Ethiopia","East",2018,"Spring","Boiling",4.38,7.8,349,82.65,50,30.81,5707,60.6,71.01
"Indonesia","South",2014,"Pond","Chlorination",8.42,7.05,2692,80.63,71,77.44,31441,7.16,54.52
"Indonesia","East",2005,"Spring","Boiling",5.97,8.11,4547,50.41,42,19.69,48091,33.38,53.73
"Pakistan","Central",2015,"Tap","Chlorination",7.24,7.74,4083,74.52,322,25.84,18915,33.94,54.48
"Brazil","East",2007,"Tap","Filtration",1.85,7.93,108,53.7,450,27.06,39093,51.51,79.57
"Nigeria","North",2015,"Pond","Boiling",9.64,7.98,1231,88.39,320,95.26,70080,71,82.94
"Nigeria","East",2017,"River","None",4.04,6.23,576,33.86,317,73.52,45656,63.52,89.64
"Indonesia","South",2019,"Lake","None",6.54,6.14,240,32.64,215,15.1,37888,57.09,39.44
"Mexico","North",2015,"Well","Filtration",0.19,8,2638,37.12,492,11.1,67206,29.14,32.6
"Pakistan","West",2010,"Lake","Chlorination",1.27,6.65,2041,44.17,190,84.6,81541,83.91,47.61
"Indonesia","Central",2006,"Lake","Chlorination",7.82,7.45,370,32.63,157,80.62,6140,78.53,53.64
"India","Central",2016,"Spring","Boiling",9.68,7.11,2152,35.01,489,67.76,59972,18.36,76.15
"Ethiopia","East",2016,"Tap","Boiling",3.2,6.06,97,51.42,89,21.22,38185,65.51,80.63
"Brazil","North",2011,"Spring","None",0.37,6.1,4191,36.99,421,49.07,87665,90.67,98.73
"Bangladesh","West",2012,"Pond","None",3.61,8.07,1948,86.15,490,61.07,77861,43.56,50.26
"India","North",2009,"Well","Chlorination",0.17,7.52,1495,33.77,103,93.35,26681,92.48,52.2
"Mexico","Central",2006,"Pond","None",1.92,7.31,2093,93.56,50,18.6,40574,2.2,63.37
